מספר כתב יד,מדור ומדף,תיאור הכתב יד,"תגית: מקורי (בגוכתי""ק)",תגית: צילום/העתק,"תגית: אדמו""ר הזקן","תגית: אדמו""ר האמצעי",תגית: הצמח צדק,"תגית: אדמו""ר המהר""ש",תגית: סוג - דרושים,תגית: סוג - פנקסים,"תגית: אדמו""ר הרש""ב","תגית: אדמו""ר הריי""צ",תגית: קאפוסט,תגית: באברויסק,תגית: סטראשעלע,תגית: פאריטש,מספר עמודים
813,לד,"צילום כת""י מאנ. 1353. דרושי אדמו""ר הצ""צ (טעמי המצות ועוד). קפב דף.",,V,,,V,,V,,,,,,,,0
814,לד,"צילום כת""י מאנ. 1345. דרושי עפשטיין, יצחק אייזיק מהאמיל רובם נדפסו בס' עבודת הלוי מז דף.",,V,,,,,V,,,,,,,,0
815,לד,"צילום כת""י מאנ. 1355. דרושי ומכתבי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ בסופו חידושים ע""מ חולין ויו""ד. בדף   212 נזכר שם המחבר:"" מרו""מ מהרא""ל מלאזנע"". 231 דף.",,V,V,V,V,,V,,,,,,,,0
816,לד,"צילום חלק מכת""י שבידי: יוסף לייבער. כולל דרושי אדמו""ר מהר""ש",,V,,,,V,V,,,,,,,,0
817,לד,"צילום כת""י מאנ. 1357. כנראה דרושי אדמו""ר הזקן אדמו""ר האמצעי רז דף.",,V,V,V,,,V,,,,,,,,0
818,לד,"צילום כת""י מאנ. 1358. דרושי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ קלד,ה-כב דף.",,V,V,V,V,,V,,,,,,,,0
819,לד,"צילום כת""י מאנ. 1359. דרושי אדמו""ר הצ""צ. 227 דף.",,V,,,V,,V,,,,,,,,0
820,לד,צילום מס'                          .1102,,V,,,,,,,,,,,,,0
821,לד,צילום מס'                          .1102,,V,,,,,,,,,,,,,0
822,ב,"צילום כת""י ואט.                       .4 חומש עם פרש""י (החומש נכתב פעמיים, בשני טורים, א' מהם ננקד. פרש""י מסביב, רק מבחר קטעים). כתיבה אשכנזית מרובעת ובינונית. קולופון (ספרדית רהוטה):"" נכת(בה?) בשנת ארבעת אלפים ותשע מאות לחדש סיון בארבעה ועשרים יום לחדש בעזרת האל [..]"" אך נראה שהספר נכתב מאוחר יותר.",,V,,,,,,,,,,,,,0
823,ב,"צילום כת""י ואט.                       .8 יצחקי, שלמה (רש""י) פירוש על התורה. כתיבה אשכנזית בינונית. בקולופון:"" נשלם פירוש..בשלישי בשבת בשבעה עשר לירח טבת שנת חמשת אלפים ומאה ושלשים ואחד לבריאת עולם ונכתב על ידי שלמה בכ""ר אלי' יש""ר וכתבתיו למר אהרן אחי.."" קלא",,V,,,,,,,,,,,,,0
824,ב,"צילום כת""י ואט.                      .46 יצחקי, שלמה (רש""י) פירוש על התורה. כתיבה ספרדית בינונית. בדף המגן הקדמי:"" שלי שבתי בכמ""ר יחיאל יש""ר בכ""ר משה הרופא זצ""ל שכתבתיו פה בהר פולצ' בשנת קמ""ה לפרט. וכעין זה בקולופון. קמה",,V,,,,,,,,,,,,,0
825,ב,"צילום כת""י ואט.                      .47 יצחקי, שלמה (רש""י) פירוש על התורה. כתיבה אשכזית בינונית. קולופון:"" ותשלם..על ידי משה בה""ר אליה ז""ל בשני בשבת בר""ח אדר שנת חמשת אלפים ומאה רשבעים ושלשה לבריאת עולם. קעג",,V,,,,,,,,,,,,,0
826,א,"תורה ח""מ והפטרות ופירש""י. כתיבה אשכנזית מרובעת מנוקדת ובינונית. לאחר התורה בא שטר מכירה:"".. שנת מאה ועשרים ושתים לאלף ששי.."" קכב 2 כרכים",,,,,,,,,,,,,,,0
827,א,"תורה ח""מ והפטרות ופירש""י. כתיבה אשכנזית מרובעת מנוקדת ובינונית. לאחר התורה בא שטר מכירה:"".. שנת מאה ועשרים ושתים לאלף ששי.."" קכב 2 כרכים",,,,,,,,,,,,,,,0
828,ב,"צילום כת""י קאמב. (9)               .1828 יצחקי, שלמה (רש""י) פירוש על התורה. כתיבה ספרדית בינונית. קולופון:.. אני אברהם ב""ר מרדכי פריצול י""ץ, בי""ד ימים לחדש מרחשון שנת כי ב'ר'כ'ך' יי אלקיך אל המפואר כמ""ר שמואל מפולא יזיי""א הדר פה סירמיני.."" רמב",,V,,,,,,,,,,,,,0
829,לד,"צילום כת""י מספריית אוניברסיטת קאליפורניה מספר 828 קופסה 3. כולל: פירוש על הודו מהבעש""ט ממה שנמצא באמתחת הר""ש מניקלשבורג סדר ט""ו בשבט מס' פרי עץ הדר העתקות מסידור ר""ש ויטאל וסי' החיד""א תשובה בענין סימני עופות מאת אדמו""ר מוהר""ש ע' אחד והשאר חסר בצילום מאמרי אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ אדמו""ר מהר""ש הלל, הר""ה מפאריטש ויצא יעקב מהר""ר יוסף ז""ל הנק' ר' יוסף דעם מגיד'ס שמועות בשם אדמור הזקן. אגרות אדמו""ר הזקן בעניני אה""ק ועוד ביאורים בתניא הועתק מר' מיכאל מלמד מלאדי ריבלין, אליהו יוסף מדריבין בשם המהרי""ל בשם אדה""ז שמועות בשם חסידים הראשונים ורשומי דברים מר""' זאב ווילענקער אגרות אדמו""ר הצ""צ בענין המחלה והשריפה ובענין הדפסת ספרים לבתי ספר העתק נוסח המצבה של אדה""ז ובתו פריידא תכט דף.",,V,V,V,V,V,V,,,,,,,V,0
830,,,,,,,,,,,,,,,,,0
831,לד,"דרושי אדמו""ר מהרש""ב 18*23 ס""מ. תלג דף. בעלים: חותם אחי תמימים ליובאוויטש ע""י ווינברג. מסומן:"" א"".",,,,,,,V,,V,,,,,,332
832,לד,"דרוש המשך יו""ט של ר""ה תרסו אדמו""ר מהרש""ב מימיוגרף. ע""י ז.א. זיסלין 18*22.5 ס""מ. קפד דף. מסומן:"" ב"".",,,,,,,V,,V,,,,,,0
833,לד,"דרושי אדמו""ר מהרש""ב מימיוגרף. תרע ועוד. 17*22 ס""מ. קצט דף. קצב,ב: למזכרת אהבה מתנה לידידי יוסף בליומענפעלד מאתי הב' יעקב בהר""ר יצחק.. יום ג' בהעלותך תרע""א. מסומן:"" ג"".",,,,,,,V,,V,,,,,,0
834,לד,"דרושי אדמו""ר מהרש""ב מימיוגרף. תרעב ועוד. 18*22 ס""מ. מסומן:"" ד"".",,,,,,,V,,V,,,,,,0
835,לד,"דרושי אדמו""ר מהרש""ב תרעב ועוד. 19*22 ס""מ. בעלים: אברהם אלי' אקסלרוד. בדף האחרון: להיות לזכרון..שלום נ""י נימאויטין שו""ב בפילידלפיע. מסומן:"" ה"".",,,,,,,V,,V,,,,,,0
836,לד,"דרושי אדמו""ר מהרש""ב אדמו""ר מהריי""צ מימיוגרף. 18.5*22 ס""מ. מסומן:"" ו"".",,,,,,,V,,V,V,,,,,0
837,לד,"דרושי אדמו""ר מהרש""ב אדמו""ר מהריי""צ מימיוגרף. 18*52 ס""מ. בעלים: זאב שימעלעוויץ. מסומן:"" ז"".",,,,,,,V,,V,V,,,,,0
838,לד,"דרושי אדמו""ר מהרש""ב מימיוגרף. 18*22 ס""מ בעלים: יהודה ליב הורוויש מסומן:"" ח"".",,,,,,,V,,V,,,,,,0
839,לד,"דרושי אדמו""ר מהריי""צ תרפח-תרפט מימיוגרף. 18.5*23 ס""מ. בעלים: לואיס הורביץ (כנראה בנו של רי""ל). מסומן:"" ט"".",,,,,,,V,,,V,,,,,0
840,לד,"דרושי אדמו""ר מהרש""ב וכמה מכתבים. מימיוגרף. רובו כת""י הר""ש סופר. 18*22 ס""מ. בעלים: מרדכי מענטליק. מסומן:"" י"".",,,,,,,V,,V,,,,,,0
841,לד,"דרושי אדמו""ר מהרש""ב אדמו""ר מהריי""צ מימיוגרף. 18*22 ס""מ. בעלים: שנ""ז גורארי' מסומן:"" יא""",,,,,,,V,,V,V,,,,,0
842,לד,"דרושי, שיחות ומכתבים מ: אדמו""ר מהרש""ב אדמו""ר מהריי""צ מימיוגרף. 18*23 ס""מ. בעלים: מרדכי מענטליק. מסומן:"" יב"".",,,,,,,V,,V,V,,,,,0
843,לד,"דרושי אדמו""ר מהרש""ב אדמו""ר מהריי""צ מימיוגרף. 18*22 ס""מ. בעלים: מרדכי מענטליק. מסומן:"" יג""",,,,,,,V,,V,V,,,,,0
844,לד,"דרושי אדמו""ר מהריי""צ מימיוגרף. 18*22 ס""מ. בעלים: מרדכי מענטליק מסומן:"" יד"".",,,,,,,V,,,V,,,,,0
845,לד,"קונטרסי העבודה והתפלה אדמו""ר מהרש""ב מימיוגרף. 18*22 ס""מ. בעלים: יוסף ברוך בלומענפעלד מסומן:"" טו"".",,,,,,,,,V,,,,,,0
846,לד,"דרושי אדמו""ר מהרש""ב תרע ועוד. מימיוגרף. 18*22 ס""מ. בעלים: אלתר שימחאוויץ מפאצאפ. מסומן:"" טז"".",,,,,,,V,,V,,,,,,0
847,לד,"דרושי אדמו""ר מהרש""ב אדמו""ר מהריי""צ מימיוגרף. 18*22 ס""מ. בעלים: יוחנן גורדון. מסומן:"" יז"".",,,,,,,V,,V,V,,,,,0
848,לד,"דרושי אדמו""ר מהרש""ב אדמו""ר מהריי""צ מימיוגרף. 18*21 ס""מ. בעלים: מרינובסקי. מסומן:"" יח"".",,,,,,,V,,V,V,,,,,0
849,לד,"דרושי אדמו""ר מהריי""צ מימיוגרף. 18*23 ס""מ. המפתח בגוכתי""ק אדמו""ר שליט""א, וכן בכ""מ חלוקת הפרקים - כנראה לצורך עריכת מפתח ענינים. מסומן:"" יט"".",V,,,,,,V,,,V,,,,,0
850,טו,"לאוואוט, אברהם דוד פסקי פרי מגדים ..מסודרים ע""פ ערוכין..רס""ב ערוכין כמספר שמי..שנת ניקאלאייעב               תרמח נמצא כאן צילום מהבוך שאצל יורשי המחבר חוץ מדף א' - המונח במס'             .230 בסופו כמה שו""ת, ומפתחות להל' נדה ומקואות (הוא בוך מס'                       .(230 12*20.5 ס""מ. (5),לח, (7) דף.",,V,,,,,,,,,,,,,0
851,לד,צילום                              .1119,,V,,,,,,,,,,,,,0
852,לד,ראה מס'                             1035,,,,,,,,,,,,,,,0
853,לד,"צילום כת""י ירושלים                 .3557 דרושי חסידות לא נודע למי. 32 דף.",,V,,,,,V,,,,,,,,0
854,לד,צילום מס'                          .1112,,V,,,,,,,,,,,,,0
855,לד,"צילום כתבי-יד שבמעדיסון. מלוקט - דרושי, תשו' ואגרות רבותינו: אדמו""ר הזקן אדמו""ר האמצעי אדמו""ר הצ""צ השוה מס': 876,                      .889",,V,V,V,V,,V,,,,,,,,0
856,לד,"צילום כת""י. דרושי רבותינו.",,V,,,,,V,,,,,,,,0
857,לד,צילום מס'                          .1116,,V,,,,,,,,,,,,,0
858,לד,צילום מס'                           1138,,V,,,,,,,,,,,,,0
859,לד,צילום מס'                           1138,,V,,,,,,,,,,,,,0
860,טו,"צילום כת""י אקס.                     .635 פסקי רבינו ישעי' דטראני.",,V,,,,,,,,,,,,,0
861,לד,צילום מס' 1159.                    .1006,,V,,,,,,,,,,,,,0
862,ב,"צילום כת""י קעמב.                    1335 יצחקי, שלמה (רש""י) פירושו על התורה. כתיבה איטלקית בינונית.",,V,,,,,,,,,,,,,0
863,לא,"צילום דרושים על פרשיות השבוע ע""ד הקבלה. מספרי הרא""ד לאוואוט, ואולי גם כתב ידו. בדף הראשון אישור הצנזורה (ללא תאריך). 16.5*19 ס""מ. 47 דף. הגוף נמצא אצל יורשי הנ""ל.",V,V,,,,,V,,,,,,,,0
864,לד,צילום מס'                          .2223,,V,,,,,,,,,,,,,0
865,יג,צילום מס' 1347 בתוס' מפתח בתחלתו. 124 דף.,,V,,,,,,,,,,,,,0
866,לד,"כולל דרושי אדמו""ר הזקן תקסז נכתבו בחייו. עג דף. בעלים: משה רוזנפלד",,,V,,,,V,,,,,,,,75
867,יז,"צילום כת""י ירושלים                 .1922 תשובות אליעזר ארלאזאראוו, אליעזר שו""ת. כרך המוכן לדפוס עם רשיון הצענזור תרו דף.",,V,,,,,,,,,,,,,0
868,יז,"צילום כת""י ירושלים                 .1922 תשובות אליעזר ארלאזאראוו, אליעזר שו""ת. כרך המוכן לדפוס עם רשיון הצענזור תרו דף.",,V,,,,,,,,,,,,,0
869,לד,"צילום (כנראה משני ביכלאך) דרושי דא""ח. בחציו הראשון הרבה בכת""י של מה""ר ריבלין, אלי' יוסף (ראה: 109, 788, (787.חציו הראשון כת""י מעתיקים שונים והשני כולו כת""י מעתיק א'. 17*22 ס""מ. רמה,נג-קס, רמג-תעה דף. על דף השער:"" זה הכי""ק קבלתיו מתנה מידידי הר' בנימין בנו של האה""ג החסיד ר' אלי' יוסף ריבלין ז""ל / ש' זלמן האוולין"". -לא צויין בשום מקום איפה נמצא המקור. השער:"" כתבי קודש/נאמרו מפי קדוש עליון אדמו""ר..מוהר""ר שניאור זלמן נבג""מ זי""ע"" [אבל רוב הבוך הוא הגהות וכו' לדרושיו]. בכ""מ העתיק הנ""ל (מהרא""י?) הגהות"" מכ""ק אדמו""ר שי'"", הוא : אדמו""ר הצ""צ קד,א:""בעז""ה תקב""ץ"". קכה,ב:""קרח תקצ""זיין"" קכז,ב:"" בפאלצק צ""ה לפני ר""ה"". קכח,א: נאמ' בצ""ג תקצ""ה"". קמ,א: ר"" תקצב. קצח,א: בש""ק ראה תרטו""ב. רפב,א ואילך: מספר מכתבים וכו' שנדפסו במאה שערים. רפו,א: מכתב מהרהח""ס המפורסם ר' פסח מאלאסטאווקער שלום לאהובי..מוהר""ר משולם פייויש מ""ץ דק""ק אסטער"". רפח,א: דרוש שיטת הרמ""ר. שטז,א; שכח,א; שלט,א; שמז,א: דרושי הלל, הר""ה מפאריטש שצא,א - בכת""י של מעתיק חציו הב' של הבוך: ""בענין יחו""ע ויחו""ת ביאר הר""ה זצ""ל בביאורו להקדמת אמרי בינה וביאר..וגם ביאר ..(הדרוש הזה נכבד מאד, ומזה יש ליקח להרבה ביאורים ולהרבה דרושים) וביאור הענין י""ל כו'. תה,א: בענין יחו""ע ויחו""ת עיין בהדרוש שמ""י [שמע ישראל] מהר""ה זצ""ל והוא ביאור על הקדמת האמרי בינה..והדרוש הזה נפלא ונכבד..[כנ""ל] תיב,א: רשומי דברים בדרך אולי אפשר, ואין להשען ע""ז. רפד,א:"" בס""ד שאלה מאדמו""ר נבג""מ/שאלתי מפני מה כשאני שומע איזה תורה ..והשיב לי כי ידוע כו'"". - ראה תיאור 128, 184, 500,          .256",,V,,,V,,V,,,,,,,V,0
870,א,"צילום כת""י ואט.                       18 תורה תרגום (פסוק על פסוק) ופרש""י ח""מ והפטרות. כתיבה אשכנזית מרובעת מנוקדת ובינונית. קולופון (אחר התורה):"" אני יצחק בר שמואל הכהן סיימתי תרגום זה של ר' יצחק בר דוד בשלשה חדשים בשנת ל'גר' לפרט.."" רל",,V,,,,,,,,,,,,,0
871,א,"צילום כת""י ואט.                       18 תורה תרגום (פסוק על פסוק) ופרש""י ח""מ והפטרות. כתיבה אשכנזית מרובעת מנוקדת ובינונית. קולופון (אחר התורה):"" אני יצחק בר שמואל הכהן סיימתי תרגום זה של ר' יצחק בר דוד בשלשה חדשים בשנת ל'גר' לפרט.."" רל",,V,,,,,,,,,,,,,0
872,לד,"צילום כת""י ירושלים                .4°972 דרושי אדמו""ר האמצעי 8 דף.",,V,,V,,,V,,,,,,,,0
873,לד,"צילום כת""י סמינר                   .2047 דרושי אדמו""ר הזקן אדמו""ר האמצעי קסח דף.",,V,V,V,,,V,,,,,,,,0
874,לד,"צילום כת""י                         .1130",,V,,,,,,,,,,,,,0
875,לד,"צילום כת""י                         .1131",,V,,,,,,,,,,,,,0
876,לד,"צילום כת""י (כמדומה מעדיסון) דרושי דא""ח. השוה מס': 855,                      .889",,V,,,,,V,,,,,,,,0
877,לד,"צילום כת""י ווארשא 1109. דרושים ואגרות מ: אדמו""ר הזקן קיב דף. כשהי' בספריית אדמו""ר מהריי""צ נסמן מס' 21",,V,V,,,,V,,,V,,,,,0
878,לד,"צילום כת""י אראקי דרושי אדמו""ר הזקן חלקם משנת תקסג 32*20 ס""מ. 45 דף.",,V,V,,,,V,,,,,,,,0
879,עח,"דזייקאבסאן, ישראל רשימת זכרונות. במכונת כתיבה. קלא ע'.",,,,,,,,,,,,,,,134
880,עח,"בוטמאן, שניאור זלמן רשימת זכרונות. במכונת כתיבה. צה ע'",,,,,,,,,,,,,,,97
881,לד,"צילום מכונת כתיבה. מאמרי אדמו""ר מהר""ש תרלב",,V,,,,V,V,,,,,,,,0
882,לד,"מאמרי אדמו""ר מהר""ש כת""י מעתיק. כולל המשם מים רבים (עד פרק קצח). ועוד מאמרים משנות תרל""ה-תרל""ז קנא דף",,,,,,V,V,,,,,,,,155
